Nama_File,Kelas,GLCM_Mean,GLCM_Contrast,GLCM_Homogeneity,GLCM_ASM,GLCM_Energy
stain_ds (190).jpg,stain,1.5770872,12.821838,20.135967,261.0276,15.329348
stain_ds (191).jpg,stain,1.5770872,12.821838,20.135967,261.0276,15.329348
stain_ds (192).jpg,stain,1.4648294,2.312851,23.849525,509.9121,22.234621
stain_ds (193).jpg,stain,2.3092284,3.497696,23.5965,487.77933,21.611847
stain_ds (194).jpg,stain,1.8268399,5.003189,22.837894,410.0909,19.707031
stain_ds (195).jpg,stain,1.524138,7.1276093,21.590004,338.5286,17.94003
stain_ds (196).jpg,stain,2.1119297,3.9422607,23.395712,479.80316,21.35647
stain_ds (197).jpg,stain,1.9719601,4.0898895,23.171862,423.10208,20.044971
stain_ds (198).jpg,stain,1.6042969,69.78694,16.436588,148.47156,11.666029
stain_ds (199).jpg,stain,2.0426369,3.8354187,23.492544,456.1474,20.877296
stain_ds (2).jpg,stain,2.2544765,9.982895,21.580807,377.34473,18.495064
stain_ds (20).jpg,stain,1.8042512,19.930664,17.6759,149.74466,12.00415
stain_ds (200).jpg,stain,1.5960915,19.197662,18.107967,168.20184,12.528168
stain_ds (201).jpg,stain,2.347822,35.346817,16.129719,137.77164,11.182502
stain_ds (202).jpg,stain,2.347822,35.346817,16.129719,137.77164,11.182502
stain_ds (203).jpg,stain,2.347822,35.346817,16.129719,137.77164,11.182502
stain_ds (204).jpg,stain,2.347822,35.346817,16.129719,137.77164,11.182502
stain_ds (205).jpg,stain,1.7686863,165.14978,13.737623,105.57062,9.884194
stain_ds (206).jpg,stain,2.6559024,1.6824799,24.251724,559.0393,23.372772
stain_ds (207).jpg,stain,2.1839905,3.3460999,23.479568,467.688,21.123339
stain_ds (208).jpg,stain,2.5438023,2.3042297,24.151949,552.2101,23.111252
stain_ds (209).jpg,stain,2.5438023,2.3042297,24.151949,552.2101,23.111252
stain_ds (21).jpg,stain,1.9301426,6.263809,23.35712,501.27213,21.69949
stain_ds (210).jpg,stain,2.1071782,36.749573,15.75946,142.14444,11.479099
stain_ds (22).jpg,stain,1.7944357,11.901489,20.52243,285.1195,16.34573
stain_ds (23).jpg,stain,1.7944357,11.901489,20.52243,285.1195,16.34573
stain_ds (24).jpg,stain,1.578284,8.540894,21.306767,324.7404,17.250282
stain_ds (25).jpg,stain,0.7476411,60.13855,13.462034,84.11133,9.020816
stain_ds (26).jpg,stain,2.4149215,4.7691345,22.645737,436.0466,20.406536
stain_ds (27).jpg,stain,2.377983,5.950302,22.37486,339.84628,17.855648
stain_ds (28).jpg,stain,0.9948735,10.100052,22.619473,434.3486,20.235819
stain_ds (29).jpg,stain,1.8433206,2.8945312,23.695099,517.65125,22.330305
stain_ds (3).jpg,stain,2.6177013,2.4299622,23.870667,526.04675,22.536398
stain_ds (30).jpg,stain,2.069385,4.820236,22.679092,438.82986,20.444206
stain_ds (31).jpg,stain,2.011293,3.065857,23.472107,500.0925,21.949139
stain_ds (32).jpg,stain,1.9298949,1.5448151,24.272858,558.6122,23.415947
stain_ds (33).jpg,stain,1.9383538,5.151413,22.783585,450.30908,20.553703
stain_ds (34).jpg,stain,1.9171329,2.1179657,24.11354,546.5519,23.039913
stain_ds (35).jpg,stain,1.9464014,1.8528442,24.186096,547.89026,23.094486
stain_ds (36).jpg,stain,2.0964122,3.0360413,23.627129,491.124,21.747292
stain_ds (37).jpg,stain,2.1222634,3.1930237,23.52555,475.22986,21.374218
stain_ds (38).jpg,stain,1.7936308,9.387848,20.97875,335.38452,17.730347
stain_ds (39).jpg,stain,1.8923998,15.404816,18.75347,226.90588,14.717005
stain_ds (4).jpg,stain,2.1794157,5.313568,22.53231,386.10043,18.96011
stain_ds (40).jpg,stain,2.160213,13.11203,19.379402,241.71353,15.059898
stain_ds (41).jpg,stain,2.2876356,9.991501,20.40937,293.2403,16.727562
stain_ds (42).jpg,stain,1.5735717,22.618256,17.811823,173.75552,12.918699
stain_ds (43).jpg,stain,1.3753343,21.244507,18.289589,213.33545,14.133615
stain_ds (44).jpg,stain,1.7606769,13.747437,19.454956,241.01685,15.151176
stain_ds (45).jpg,stain,1.8829923,12.844223,19.639042,252.54556,15.571946
stain_ds (46).jpg,stain,1.9933004,13.311249,19.33461,255.08063,15.544574
stain_ds (47).jpg,stain,1.5661781,14.899704,19.111282,213.86139,14.380829
stain_ds (48).jpg,stain,1.3466372,13.753128,19.237164,227.36758,14.751532
stain_ds (49).jpg,stain,1.9653826,11.8441925,19.976625,280.89386,16.285301
stain_ds (5).jpg,stain,1.7087967,15.781845,20.837433,299.61075,16.56284
stain_ds (50).jpg,stain,2.1569157,13.784775,19.206324,226.82544,14.651975
stain_ds (51).jpg,stain,1.8634741,17.613876,18.461435,186.89615,13.398507
stain_ds (52).jpg,stain,1.9183607,15.075012,19.086664,215.6109,14.37696
stain_ds (53).jpg,stain,1.9107344,7.3240967,21.413116,339.87183,18.051895
stain_ds (54).jpg,stain,1.8711188,6.5525513,22.025066,387.84024,19.07333
stain_ds (55).jpg,stain,2.1101303,9.329773,21.331415,345.19284,17.99548
stain_ds (56).jpg,stain,2.003444,9.148834,21.00595,329.53757,17.543625
stain_ds (57).jpg,stain,2.044406,5.837631,22.214233,380.33423,19.01052
stain_ds (58).jpg,stain,2.1920547,5.4953156,22.360159,396.5219,19.473223
stain_ds (59).jpg,stain,2.0786233,9.679993,20.61318,277.51895,16.254711
stain_ds (6).jpg,stain,2.1952693,3.2594452,23.586468,473.7231,21.295212
stain_ds (60).jpg,stain,1.910449,4.590027,22.954296,456.66794,20.827995
stain_ds (61).jpg,stain,1.9336448,4.0817413,23.56457,512.79694,22.160616
stain_ds (62).jpg,stain,2.0014088,18.191895,18.54526,191.00479,13.282981
stain_ds (63).jpg,stain,2.0270061,6.024414,22.437233,437.5156,20.381596
stain_ds (64).jpg,stain,2.1441839,4.305191,22.94255,464.98703,21.117807
stain_ds (65).jpg,stain,1.7942643,4.3980865,22.969107,469.83603,21.200981
stain_ds (66).jpg,stain,2.076271,6.2721405,22.287683,430.535,20.124191
stain_ds (67).jpg,stain,1.8789172,19.090683,18.122826,184.16223,13.318209
stain_ds (68).jpg,stain,1.9317298,2.6461182,23.677856,502.8392,22.093596
stain_ds (69).jpg,stain,2.0836835,5.7470093,22.270164,408.9193,19.704647
stain_ds (7).jpg,stain,1.8022449,23.479782,16.827322,131.06882,11.288061
stain_ds (70).jpg,stain,2.0749955,3.6329498,23.232544,472.20184,21.26284
stain_ds (71).jpg,stain,2.0101275,4.938736,22.684536,433.20792,20.32902
stain_ds (72).jpg,stain,1.8022323,7.8190613,21.701223,387.90903,19.110237
stain_ds (73).jpg,stain,1.7589674,7.000107,21.638832,378.01575,18.829815
stain_ds (74).jpg,stain,2.0791113,13.267456,19.252287,232.14856,14.922268
stain_ds (75).jpg,stain,1.648783,14.338776,19.498768,270.21643,15.8081
stain_ds (76).jpg,stain,1.8638618,19.70932,17.981983,167.32434,12.726982
stain_ds (77).jpg,stain,2.0934231,8.96402,20.745316,333.9567,17.806284
stain_ds (78).jpg,stain,1.9270518,5.9176025,22.179848,413.601,19.786938
stain_ds (79).jpg,stain,1.9513993,13.324509,19.227877,264.09082,15.809111
stain_ds (8).jpg,stain,2.0369678,37.455566,15.076011,78.55658,8.740818
stain_ds (80).jpg,stain,1.0864663,18.606369,18.13826,238.97668,14.866745
stain_ds (81).jpg,stain,1.4246621,18.21724,18.285221,212.65024,14.1868105
stain_ds (82).jpg,stain,1.1298375,19.993546,18.20333,206.8869,13.905656
stain_ds (83).jpg,stain,2.0377603,11.824829,20.287212,235.887,14.974039
stain_ds (84).jpg,stain,1.6519225,12.71933,20.00022,224.0162,14.504806
stain_ds (85).jpg,stain,1.106693,6.999344,21.83089,417.51923,19.797068
stain_ds (86).jpg,stain,1.5645888,16.433655,18.48674,218.46613,14.372065
stain_ds (87).jpg,stain,2.0685306,11.901382,20.195168,305.36685,16.874899
stain_ds (88).jpg,stain,1.9177742,10.251511,20.345882,313.4408,17.232819
stain_ds (89).jpg,stain,1.7689698,13.412003,19.354225,231.00763,14.77714
stain_ds (9).jpg,stain,1.8156123,10.908493,21.360447,324.66086,17.176294
stain_ds (90).jpg,stain,2.0521746,9.433258,21.412209,392.00854,19.125519
stain_ds (91).jpg,stain,2.1475978,9.775177,21.05681,342.66177,17.921085
stain_ds (92).jpg,stain,2.128378,7.949585,21.327488,347.5903,18.123367
stain_ds (93).jpg,stain,1.954016,12.417526,19.675837,236.95685,14.99719
stain_ds (94).jpg,stain,1.7963982,12.641403,19.676954,242.95355,15.094064
stain_ds (95).jpg,stain,1.974293,8.595917,21.129534,350.4904,18.072424
stain_ds (96).jpg,stain,1.9925487,4.9073334,22.58799,411.42444,19.750187
stain_ds (97).jpg,stain,1.9239557,2.374115,23.81752,521.8388,22.54509
stain_ds (98).jpg,stain,2.1600406,2.5292358,23.794708,524.5203,22.567028
stain_ds (99).jpg,stain,2.1292708,6.627014,21.74591,395.6945,19.31253
